scp-6726,esoteric-class,,esoteric-class foundation-made memetic mind-affecting scp visual 
scp-6727,esoteric-class,,auditory concept esoteric-class extradimensional hostile infohazard memetic meta mind-affecting scp tactile 
scp-673,Keter,,biological contagion keter scp transfiguration 
scp-6730,Safe (Revised),,cadaver hostile humanoid safe sapient scp sentient uncontained 
scp-6733,safe,,humanoid indestructible media observational ontokinetic recording safe sapient scp sentient visual 
scp-6735,keter,,biohazard biological cognitohazard humanoid keter observational sapient scp sentient 
scp-6736,euclid,,alive animal antimemetic co-authored departmentcon2022 ectoentropic euclid gru-division-p historical inscription meteorological ontokinetic sapient scp sentient species toxic 
scp-6737,euclid,,cadaver departmentcon2022 ethics-committee euclid humanoid reanimation sapient scp sentient vehicle 
scp-6738,Euclid Argus1,,airborne alive avian cadaver departmentcon2022 esoteric-class reanimation sapient scp sentient tim-wilson wilsons-wildlife 
scp-674,Safe,site-19,electronic safe scp toy visual 
scp-6740,safe,site-18,building cadaver extradimensional location safe scp statue 
scp-6745,thaumiel,,building cadaver carnivorous food organic scp thaumiel transfiguration 
scp-6746,euclid,,arboreal euclid location scp 
scp-6747,esoteric-class,site-120,co-authored deepwell-catalog doctor-asheworth doctor-bright doctor-clef doctor-king doctor-kondraki doctor-mcdoctorate esoteric-class foundation-made from-120s-archives lolfoundation mathematical meta narrative ontokinetic reanimation scarlet-king scp 
scp-6748,euclid,,acoustic building cadaver container corrosive euclid extradimensional factory humanoid scp telepathic 
scp-6749,euclid,,animal antimemetic aquatic bibliothetic building euclid piscine scp 
scp-675,Safe,,artifact auditory hallucination humanoid light portal safe scp shadow 
scp-6750,safe,site-5076-1,co-authored humanoid media on-guard-43 recording safe sapient scp sentient vikander-kneed 
scp-6756,euclid,,alive animal carnivorous city empathic euclid predatory scp sentient species vulpine 
scp-6757,euclid,,doctor-bright euclid hive-mind mind-affecting ontokinetic performance sapient scp sentient tactile toy 
scp-676,Euclid,,aquatic euclid geological location scp 
scp-6760,Euclid,,co-authored computer euclid foundation-made knowledge scp sentient tactical-theology 
scp-6761,euclid,site-18,computer concept euclid humanoid knowledge mathematical memetic memory-affecting mind-affecting ontokinetic scp 
scp-6766,keter,,acoustic antimemetic cadaver cognitohazard empathic humanoid keter mind-affecting observational sapient scp sentient skeletal uncontained visual 
scp-6767,euclid,,animal euclid historical knowledge military reptilian sapient scp self-repairing sentient telepathic teleportation 
scp-677,Safe,,indestructible metallic physics safe scp toy uncontained 
scp-6770,euclid,,euclid inscription observational sapient scp sentient transfiguration 
scp-6772,keter,site-120,alive animal co-authored equine esterberg from-120s-archives gaseous global-occult-coalition humanoid keter knowledge sapient scp sentient telekinetic teleportation uncontained weapon 
scp-6773,euclid,,alive animal avian euclid hostile omnivorous ontokinetic predatory scp sentient telekinetic temporal transfiguration 
scp-6774,Safe,,alive autonomous bones departmentcon2022 doctor-gerald esther-kogan extradimensional gamers-against-weed humanoid jockjamsvol6 jude-kriyot knowledge safe sapient scp self-replicating sentient spacetime teleportation tool 
scp-6775,keter,,compulsion concept fifthist keter mind-affecting scp uncontained 
scp-6776,thaumiel,site-19,6000 alive animal apian building doctor-bright doctor-glass fungus insect mind-affecting plant scp thaumiel transfiguration 
scp-6777,Keter,,humanoid keter media memecon2021-unofficial religious sapient scp sentient sleep uncontained 
scp-678,Safe,,empathic marshall-carter-and-dark memory-affecting safe scp statue 
scp-6780,neutralized,,co-authored dado mind-affecting neutralized on-guard-43 recording scp vikander-kneed 
scp-6783,Safe,,6000 artifact biological cadaver children-of-the-night document historical humanoid neutralized safe sapient scp sentient spacetime temporal 
scp-6784,euclid,,animal cadaver canine cognitohazard euclid hallucination memetic mind-affecting reanimation scp structure teleportation visual 
scp-6785,Humanoid/Artefact,,automaton autonomous biological computer ectoentropic electronic euclid liquid metallic military sapient scp sentient weapon 
scp-6786,Safe,,concept container mathematical paradox physics safe scp 
scp-6787,safe,,abnormalities bibliothetic building document s&c-plastics safe scp subterranean 
scp-6788,esoteric-class,,alive esoteric-class extraterrestrial hostile sapient scp sentient 
scp-6789,safe,,6000 acoustic animal arboreal biohazard children-of-the-night co-authored ectoentropic from-120s-archives hostile k-class-scenario mind-affecting planet plant safe scp sentient sphere subterranean uncontained 
scp-679,Keter,,fungus keter mind-affecting ocular scp tactile visual 
scp-6790,safe,site-300,alive animal avian chemical co-authored dado safe scp transfiguration 
scp-6791,Adventure,,esoteric-class meta mind-affecting neurological ontokinetic parasitic scp 
scp-6794,euclid,,cognitohazard compulsion euclid mind-affecting scp 
scp-6795,safe,,antimemetic cognitohazard compulsion corporate departmentcon2022 foundation-made global-occult-coalition inscription pentagram safe scp unusual-incidents-unit visual 
scp-6798,euclid,,dental departmentcon2022 euclid scp 
scp-6799,Safe,,future photographic safe scp temporal 
scp-68,Safe,,autonomous humanoid indestructible metallic safe scp self-replicating 
scp-680,Safe,site-65,autonomous safe scp skeletal thermal transmission 
scp-6800,thaumiel,site-81,6000 auditory broken-god doctor-bright metallic meteorological nameless organic saint-hedwig scp thaumiel thermal uncontained 
scp-6801,thaumiel,site-18,automaton broken-god doctor-light foundation-made humanoid radioactive scp telepathic thaumiel unhuman 
scp-6803,euclid,,cognitohazard euclid memecon2021-unofficial memetic observational planet scp sensory visual 
scp-6805,Ticonderoga1,site-19,building esoteric-class extradimensional foundation-made scp serpents-hand uncontained wanderers-library 
scp-6807,safe,,artistic auditory co-authored compulsion hallucination rewrite safe scp structure subterranean teleportation 
scp-6808,euclid,,auditory biological building cadaver cognitohazard euclid hallucination reanimation reviewers-spotlight scp self-repairing sensory 
scp-681,Euclid,,autonomous euclid gaseous hostile scp 
scp-6810,esoteric-class,,alive esoteric-class hostile humanoid k-class-scenario metallic religious sapient scp sentient telepathic 
scp-6812,keter,,alive extraterrestrial humanoid k-class-scenario keter sapient scp sentient species 
scp-6815,keter,,acoustic cognitohazard ectoentropic empathic historical keter light location map observational photographic reviewers-spotlight scp 
scp-6819,Keter/Uncontained,,alive animal building director-lague extradimensional keter scp sentient teleportation uncontained vehicle 
scp-682,Keter,,adaptive alive audio co-authored hard-to-kill-reptile hostile indestructible keter reptilian sapient scp self-repairing sentient 
scp-6820,esoteric-class,,adaptive co-authored computer concept deepwell-catalog esoteric-class foundation-made hard-to-kill-reptile hostile indestructible infohazard k-class-scenario light memecon2021-unofficial memetic memory-affecting meta metallic ontokinetic reptilian sapient scp sentient uncontained 
scp-6821,esoteric-class,,departmentcon2022 equine esoteric-class ethics-committee global-occult-coalition humanoid manna-charitable-foundation metamorphic mind-affecting nocturnal sapient scp sentient species virus 
scp-6824,Thaumiel,,alive canine genetic hostile humanoid moon sapient scp self-repairing sentient thaumiel 
scp-6826,euclid,,euclid feline humanoid sapient scp sentient 
scp-6827,thaumiel,,cognitohazard scp simian thaumiel visual 
scp-683,Euclid,,appliance artistic container electronic eric euclid featured infohazard scp telekinetic 
scp-6830,Neutralized,,historical humanoid knowledge media neutralized reanimation recording sapient scp sentient 
scp-6831,keter,,extradimensional keter scp transfiguration uncontained 
scp-6835,esoteric-class,,airborne esoteric-class extradimensional scp teleportation 
scp-684,Euclid,,alive aquatic euclid metamorphic mimetic scp uncontained 
scp-6840,keter,,auditory cognitohazard document empathic foundation-made infohazard keter memetic mind-affecting scp visual 
scp-6843,Safe,,computer electronic game indestructible mind-affecting ritual safe scp 
scp-6844,euclid,,concept ectoentropic euclid fire location scp thermal 
scp-6847,euclid,,euclid food humanoid sapient scp self-repairing sentient 
scp-685,Euclid,,euclid extradimensional geological gravity physics scp subterranean 
scp-6852,keter,,acoustic antimemetic biological hostile keter nocturnal scp sentient uncontained 
scp-6855,pending,,humanoid liquid mind-affecting pending sapient scp sentient 
scp-686,Safe,,biohazard contagion food liquid safe scp transfiguration 
scp-6860,Safe,,arboreal auditory gustatory olfactory plant safe scp sensory tactile visual 
scp-6863,Safe Presumed Neutralized,,compulsion meta mind-affecting neutralized scp tactile toy 
scp-6865,keter,,amorphous hive-mind keter mind-affecting sapient scp self-repairing sentient 
scp-6866,Euclid,,art-exchange auditory cadaver ectoentropic euclid hallucination hostile humanoid liquid location meteorological sapient scp sentient visual 
scp-6868,safe,site-184,chemical dr-wondertainment featured mobile safe scp sentient toy transfiguration 
scp-6869,Pending2,,artistic esoteric-class humanoid infohazard liquid meta sapient scp sentient tactile transfiguration 
scp-687,Safe,site-14,computer game safe scp temporal 
scp-6870,Safe,,acoustic artifact building co-authored electromagnetic k-class-scenario mechanical safe scp subterranean transmission vibration weapon 
scp-6871,thaumiel,site-120,children-of-the-night dc-al-fine doctor-bright global-occult-coalition grand-karcist-ion hard-to-kill-reptile paradox ritual scp temporal thaumiel the-administrator unfounded 
scp-6877,euclid,site-44,euclid extradimensional hostile meteorological scp sensory structure transmission visual 
scp-6878,keter,,amorphous artistic cognitohazard inscription keter liquid mind-affecting scp sensory transfiguration uncontained visual 
scp-688,Euclid,,alive animal carnivorous euclid extradimensional predatory scp species 
scp-6880,Thaumiel,,alive biological bovine carnivorous chemical corrosive liquid plant predatory scp species thaumiel 
scp-6881,keter,,arboreal geological invertebrate keter location scp subterranean uncontained 
scp-6882,esoteric-class,,alive aquatic cadaver cognitohazard esoteric-class extradimensional extraterrestrial hive-mind humanoid k-class-scenario light mind-affecting observational rewritable scp uncontained 
scp-6883,neutralized,,6000 animal building co-authored cube empathic engraved humanoid indestructible insect mechanical memetic metallic mind-affecting nameless neutralized ontokinetic organic sapient scp sentient sleep swarm teleportation the-administrator transfiguration 
scp-6886,esoteric-class,,6000 alive automaton electronic esoteric-class extraterrestrial humanoid planet sapient scp sentient spacetime teleportation 
scp-6888,Safe,,biological building cadaver historical safe scp 
scp-6889,Thaumiel,,knowledge media online scp thaumiel 
scp-689,Keter,,cognitohazard featured keter observational scp statue teleportation visual 
scp-6890,euclid,,appliance building compulsion engraved euclid media portal religious scp 
scp-6892,esoteric-class,,cadaver container esoteric-class humanoid intangible reanimation sapient scp sentient 
